empresa_estacao,COD_AREA,COD_UF,UF,cidade,COD_IBGE,situacao,TCN_2G,TCN_3G,TCN_4G,TCN_5G
VIVO,88,23,Ceará,Quiterianópolis,2311264,Licenciada,null,3,3,null
VIVO,99,21,Maranhão,Itinga do Maranhão,2105427,Licenciada,1,2,3,null
CLARO,62,52,Goiás,Posse,5218300,Licenciada,1,2,2,null
VIVO,62,52,Goiás,Aparecida de Goiânia,5201405,Licenciada,12,35,81,104
VIVO,87,26,Pernambuco,Garanhuns,2606002,Licenciada,8,19,31,10
CLARO,47,42,Santa Catarina,Brusque,4202909,Licenciada,8,29,29,null
CLARO,61,52,Goiás,Formosa,5208004,Licenciada,9,13,13,null
VIVO,69,11,Rondônia,Ariquemes,1100023,Licenciada,4,5,10,9
VIVO,22,33,Rio de Janeiro,Silva Jardim,3305604,Licenciada,5,5,5,null
CLARO,18,35,São Paulo,Flórida Paulista,3516002,Licenciada,2,1,2,null
CLARO,93,15,Pará,Rurópolis,1506195,Licenciada,2,1,2,null
TIM,94,15,Pará,Marabá,1504208,Licenciada,20,18,63,19
CLARO,31,31,Minas Gerais,Jaboticatubas,3134608,Licenciada,4,2,4,null
CLARO,83,25,Paraíba,Salgadinho,2513000,Licenciada,null,1,1,null
VIVO,48,42,Santa Catarina,Rancho Queimado,4214300,Licenciada,2,2,2,null
VIVO,35,31,Minas Gerais,Jesuânia,3135902,Licenciada,1,1,1,null
TIM,18,35,São Paulo,Monte Castelo,3531605,Licenciada,2,1,2,null
CLARO,17,35,São Paulo,Potirendaba,3540804,Licenciada,2,2,2,null
CLARO,82,27,Alagoas,Delmiro Gouveia,2702405,Licenciada,1,1,2,null
CLARO,43,41,Paraná,Bom Sucesso,4103206,Licenciada,1,1,1,null
TIM,51,43,Rio Grande do Sul,Barra do Ribeiro,4301909,Licenciada,4,3,5,null
CLARO,74,29,Bahia,Andorinha,2901353,Licenciada,1,1,1,null
VIVO,65,51,Mato Grosso,Denise,5103452,Licenciada,1,2,4,null
VIVO,33,31,Minas Gerais,Rio do Prado,3155108,Licenciada,null,1,1,null
VIVO,14,35,São Paulo,Cafelândia,3508801,Licenciada,3,5,7,null
VIVO,35,31,Minas Gerais,Carmo de Minas,3114105,Licenciada,1,1,1,null
VIVO,62,52,Goiás,Fazenda Nova,5207600,Licenciada,null,1,1,null
VIVO,31,31,Minas Gerais,Juatuba,3136652,Licenciada,4,7,7,null
CLARO,75,29,Bahia,Cachoeira,2904902,Licenciada,2,1,2,null
TIM,12,35,São Paulo,Santo Antônio do Pinhal,3548203,Licenciada,3,4,3,null
VIVO,17,35,São Paulo,Votuporanga,3557105,Licenciada,6,9,10,5
VIVO,12,35,São Paulo,Cruzeiro,3513405,Licenciada,4,5,13,3
TIM,32,31,Minas Gerais,São Francisco do Glória,3161403,Licenciada,null,null,3,null
TIM,27,32,Espírito Santo,Itarana,3202900,Licenciada,1,3,3,null
TIM,22,33,Rio de Janeiro,Duas Barras,3301603,Licenciada,2,2,2,null
TIM,27,32,Espírito Santo,Governador Lindenberg,3202256,Licenciada,3,6,1,null
CLARO,43,41,Paraná,Tomazina,4127809,Licenciada,2,1,2,null
TIM,82,27,Alagoas,Jacuípe,2703502,Licenciada,null,1,1,null
TIM,37,31,Minas Gerais,Cláudio,3116605,Licenciada,6,2,3,null
VIVO,17,35,São Paulo,Barretos,3505500,Licenciada,7,12,14,11
VIVO,83,25,Paraíba,São Miguel de Taipu,2515005,Licenciada,1,2,1,null
CLARO,17,35,São Paulo,Pirangi,3539004,Licenciada,1,1,1,null
VIVO,18,35,São Paulo,Dracena,3514403,Licenciada,3,7,7,4
VIVO,31,31,Minas Gerais,Sabará,3156700,Licenciada,9,10,22,4
TIM,35,31,Minas Gerais,Consolação,3118502,Licenciada,null,null,1,null
CLARO,62,52,Goiás,Rubiataba,5218904,Licenciada,3,1,3,null
TIM,81,26,Pernambuco,Lagoa do Carro,2608453,Licenciada,1,2,2,null
TIM,66,51,Mato Grosso,Juscimeira,5105200,Licenciada,3,3,4,null
VIVO,66,51,Mato Grosso,Campo Verde,5102678,Licenciada,5,5,7,5
CLARO,31,31,Minas Gerais,Santo Antônio do Rio Abaixo,3160504,Licenciada,1,1,1,null
TIM,18,35,São Paulo,Panorama,3535408,Licenciada,1,1,2,null
TIM,75,29,Bahia,Ibiquera,2912608,Licenciada,null,1,1,null
CLARO,63,17,Tocantins,Sampaio,1718808,Licenciada,null,1,null,null
TIM,17,35,São Paulo,Guaraci,3517901,Licenciada,1,1,1,null
VIVO,16,35,São Paulo,Serra Azul,3551405,Licenciada,1,1,2,null
CLARO,32,31,Minas Gerais,Eugenópolis,3124906,Licenciada,1,1,1,null
TIM,55,43,Rio Grande do Sul,Roque Gonzales,4316303,Licenciada,1,1,1,null
VIVO,35,31,Minas Gerais,Guapé,3128105,Licenciada,1,3,3,null
CLARO,54,43,Rio Grande do Sul,União da Serra,4322350,Licenciada,1,null,1,null
TIM,73,29,Bahia,São José da Vitória,2929354,Licenciada,null,1,1,null
VIVO,17,35,São Paulo,Vitória Brasil,3556958,Licenciada,2,1,1,null
TIM,31,31,Minas Gerais,Santa Margarida,3157906,Licenciada,1,1,2,null
TIM,21,33,Rio de Janeiro,Niterói,3303302,Licenciada,74,95,118,76
TIM,33,31,Minas Gerais,Luisburgo,3138674,Licenciada,null,1,1,null
CLARO,55,43,Rio Grande do Sul,Caçapava do Sul,4302808,Licenciada,4,3,4,null
VIVO,21,33,Rio de Janeiro,São Gonçalo,3304904,Licenciada,35,62,121,142
CLARO,31,31,Minas Gerais,Contagem,3118601,Licenciada,57,81,96,90
VIVO,13,35,São Paulo,Santos,3548500,Licenciada,49,75,83,35
TIM,27,32,Espírito Santo,Serra,3205002,Licenciada,62,26,44,64
TIM,19,35,São Paulo,Piracicaba,3538709,Licenciada,26,52,84,15
VIVO,73,29,Bahia,Canavieiras,2906303,Licenciada,3,4,7,null
CLARO,73,29,Bahia,Nova Canaã,2922706,Licenciada,1,1,1,null
TIM,34,31,Minas Gerais,Gurinhatã,3129103,Licenciada,1,1,4,null
CLARO,51,43,Rio Grande do Sul,Taquara,4321204,Licenciada,4,5,6,null
VIVO,85,23,Ceará,São Gonçalo do Amarante,2312403,Licenciada,11,9,15,5
CLARO,98,21,Maranhão,Turilândia,2112456,Licenciada,null,1,1,null
TIM,55,43,Rio Grande do Sul,Vista Gaúcha,4323705,Licenciada,2,2,2,null
CLARO,18,35,São Paulo,Santo Anastácio,3547700,Licenciada,3,1,2,null
CLARO,35,31,Minas Gerais,Muzambinho,3144102,Licenciada,2,1,2,null
TIM,65,51,Mato Grosso,Campo Novo do Parecis,5102637,Licenciada,1,1,9,null
CLARO,31,31,Minas Gerais,Urucânia,3170503,Licenciada,7,5,8,null
VIVO,18,35,São Paulo,Birigui,3506508,Licenciada,6,10,11,7
VIVO,49,42,Santa Catarina,Santa Helena,4215554,Licenciada,1,1,1,null
CLARO,35,31,Minas Gerais,Bom Sucesso,3108008,Licenciada,1,2,2,null
TIM,35,31,Minas Gerais,Coqueiral,3118700,Licenciada,2,1,1,null
VIVO,12,35,São Paulo,Areias,3503505,Licenciada,1,1,1,null
TIM,91,15,Pará,Oeiras do Pará,1505205,Licenciada,null,1,2,null
TIM,96,16,Amapá,Laranjal do Jari,1600279,Licenciada,2,null,3,null
CLARO,17,35,São Paulo,Neves Paulista,3532504,Licenciada,1,1,1,null
TIM,48,42,Santa Catarina,Sangão,4215455,Licenciada,1,1,3,null
VIVO,19,35,São Paulo,Charqueada,3511706,Licenciada,1,2,3,null
VIVO,31,31,Minas Gerais,São José da Lapa,3162955,Licenciada,2,2,2,null
TIM,16,35,São Paulo,Dumont,3514601,Licenciada,1,1,1,null
CLARO,42,41,Paraná,Turvo,4127965,Licenciada,1,1,1,null
CLARO,83,25,Paraíba,Marizópolis,2509156,Licenciada,null,1,1,null
TIM,99,21,Maranhão,Dom Pedro,2103802,Licenciada,null,1,1,null
VIVO,97,13,Amazonas,Coari,1301209,Licenciada,2,1,1,null
TIM,54,43,Rio Grande do Sul,Paim Filho,4313607,Licenciada,1,null,1,1
VIVO,22,33,Rio de Janeiro,Macuco,3302452,Licenciada,1,1,1,null
CLARO,54,43,Rio Grande do Sul,Victor Graeff,4323200,Licenciada,1,1,1,null
VIVO,75,29,Bahia,São Domingos,2928950,Licenciada,1,1,1,null
CLARO,32,31,Minas Gerais,Leopoldina,3138401,Licenciada,5,5,5,null
TIM,45,41,Paraná,Guaraniaçu,4109302,Licenciada,1,1,4,null
CLARO,89,22,Piauí,Avelino Lopes,2201101,Licenciada,null,2,1,null
CLARO,11,35,São Paulo,Suzano,3552502,Licenciada,20,26,31,17
VIVO,27,32,Espírito Santo,Colatina,3201506,Licenciada,20,31,41,17
VIVO,64,52,Goiás,Palmeiras de Goiás,5215702,Licenciada,2,4,4,null
CLARO,19,35,São Paulo,Tambaú,3553302,Licenciada,2,5,5,null
CLARO,51,43,Rio Grande do Sul,Palmares do Sul,4313656,Licenciada,4,4,4,null
VIVO,81,26,Pernambuco,Glória do Goitá,2606101,Licenciada,2,2,2,null
VIVO,12,35,São Paulo,Natividade da Serra,3532306,Licenciada,3,5,7,null
TIM,11,35,São Paulo,Bragança Paulista,3507605,Licenciada,11,11,35,7
VIVO,81,26,Pernambuco,São Lourenço da Mata,2613701,Licenciada,20,27,29,8
TIM,51,43,Rio Grande do Sul,Charqueadas,4305355,Licenciada,2,4,3,null
TIM,16,35,São Paulo,Ipuã,3521309,Licenciada,1,1,3,null
TIM,43,41,Paraná,Curiúva,4107009,Licenciada,1,1,1,null
CLARO,86,22,Piauí,Capitão de Campos,2202406,Licenciada,3,3,3,null
TIM,42,41,Paraná,Marquinho,4115457,Licenciada,null,1,1,null
VIVO,31,31,Minas Gerais,Sericita,3166303,Licenciada,null,1,2,null
CLARO,62,52,Goiás,Goianira,5208806,Licenciada,7,7,7,null
VIVO,89,22,Piauí,Bocaina,2201804,Licenciada,null,1,1,null
TIM,53,43,Rio Grande do Sul,Pinheiro Machado,4314506,Licenciada,2,null,2,null
TIM,18,35,São Paulo,Cruzália,3513306,Licenciada,null,1,1,null
VIVO,55,43,Rio Grande do Sul,Derrubadas,4306320,Licenciada,1,1,1,null
TIM,84,24,Rio Grande do Norte,Pilões,2410009,Licenciada,1,1,1,null
VIVO,83,25,Paraíba,Logradouro,2508554,Licenciada,null,1,1,null
TIM,99,21,Maranhão,Lago da Pedra,2105708,Licenciada,2,2,4,null
CLARO,86,22,Piauí,Coivaras,2202737,Licenciada,1,1,1,null
VIVO,31,31,Minas Gerais,Mateus Leme,3140704,Licenciada,4,8,9,null
VIVO,89,22,Piauí,Santo Inácio do Piauí,2209500,Licenciada,null,1,1,null
CLARO,94,15,Pará,Brejo Grande do Araguaia,1501758,Licenciada,null,1,null,null
VIVO,32,31,Minas Gerais,Rodeiro,3156304,Licenciada,1,1,1,null
VIVO,15,35,São Paulo,Itapetininga,3522307,Licenciada,11,26,35,11
CLARO,51,43,Rio Grande do Sul,Cachoeirinha,4303103,Licenciada,13,17,17,3
TIM,73,29,Bahia,Iguaí,2913507,Licenciada,2,3,4,null
TIM,71,29,Bahia,São Sebastião do Passé,2929503,Licenciada,4,3,3,null
VIVO,32,31,Minas Gerais,Santa Bárbara do Tugúrio,3157302,Licenciada,1,2,2,null
VIVO,89,22,Piauí,Oeiras,2207009,Licenciada,1,3,3,null
CLARO,69,11,Rondônia,Ji-Paraná,1100122,Licenciada,14,22,22,2
CLARO,51,43,Rio Grande do Sul,Três Forquilhas,4321832,Licenciada,1,1,1,null
VIVO,91,15,Pará,Anapu,1500859,Licenciada,1,2,2,null
VIVO,65,51,Mato Grosso,Diamantino,5103502,Licenciada,3,3,3,null
CLARO,75,29,Bahia,Sapeaçu,2929602,Licenciada,2,1,2,null
VIVO,98,21,Maranhão,Olho d'Água das Cunhãs,2107407,Licenciada,null,2,2,null
CLARO,11,35,São Paulo,Rio Grande da Serra,3544103,Licenciada,2,5,5,null
VIVO,51,43,Rio Grande do Sul,General Câmara,4308805,Licenciada,2,2,2,null
CLARO,33,31,Minas Gerais,Comercinho,3117009,Licenciada,1,1,1,null
TIM,67,50,Mato Grosso do Sul,Naviraí,5005707,Licenciada,3,3,4,null
TIM,88,23,Ceará,Jucás,2307403,Licenciada,3,3,3,null
VIVO,81,26,Pernambuco,Quipapá,2611507,Licenciada,null,2,2,null
BRISANET,84,24,Rio Grande do Norte,Encanto,2403301,Licenciada,null,null,2,2
TIM,14,35,São Paulo,Taquarituba,3553807,Licenciada,3,3,1,null
CLARO,91,15,Pará,Pacajá,1505486,Licenciada,2,1,2,null
VIVO,83,25,Paraíba,Maturéia,2509396,Licenciada,null,1,1,null
CLARO,33,31,Minas Gerais,São Pedro do Suaçuí,3164100,Licenciada,2,null,2,null
VIVO,64,52,Goiás,Firminópolis,5207808,Licenciada,1,1,2,null
TIM,83,25,Paraíba,Barra de Santa Rosa,2501609,Licenciada,1,null,1,null
CLARO,88,23,Ceará,Bela Cruz,2302305,Licenciada,1,1,1,null
CLARO,17,35,São Paulo,Nova Granada,3533007,Licenciada,5,6,6,null
VIVO,75,29,Bahia,Castro Alves,2907301,Licenciada,1,1,1,null
BRISANET,83,25,Paraíba,Catolé do Rocha,2504306,Licenciada,null,null,8,3
TIM,64,52,Goiás,Itumbiara,5211503,Licenciada,5,9,22,null
CLARO,87,26,Pernambuco,Arcoverde,2601201,Licenciada,7,7,8,null
CLARO,14,35,São Paulo,Botucatu,3507506,Licenciada,27,24,30,null
VIVO,87,26,Pernambuco,Ouricuri,2609907,Licenciada,1,4,4,1
TIM,37,31,Minas Gerais,Carmo do Cajuru,3114204,Licenciada,5,2,3,null
SERCOMTEL,43,41,Paraná,Londrina,4113700,Licenciada,35,40,null,null
TIM,47,42,Santa Catarina,Pomerode,4213203,Licenciada,3,5,4,2
TIM,14,35,São Paulo,Ubirajara,3555505,Licenciada,2,2,1,null
TIM,44,41,Paraná,Paiçandu,4117503,Licenciada,2,3,4,null
TIM,18,35,São Paulo,Glicério,3517109,Licenciada,5,2,2,null
TIM,11,35,São Paulo,Pirapora do Bom Jesus,3539103,Licenciada,1,1,3,null
CLARO,16,35,São Paulo,Brodowski,3507803,Licenciada,3,5,5,null
TIM,27,32,Espírito Santo,Pedro Canário,3204054,Licenciada,6,9,2,null
TIM,64,52,Goiás,Goiatuba,5209101,Licenciada,2,3,5,null
CLARO,88,23,Ceará,Palhano,2310001,Licenciada,1,1,1,null
VIVO,11,35,São Paulo,Ferraz de Vasconcelos,3515707,Licenciada,5,7,11,2
VIVO,89,22,Piauí,Canavieira,2202251,Licenciada,null,1,1,null
TIM,81,26,Pernambuco,Cupira,2605004,Licenciada,1,1,1,null
TIM,63,17,Tocantins,Santa Fé do Araguaia,1718865,Licenciada,null,null,1,null
VIVO,84,24,Rio Grande do Norte,Riacho de Santana,2410801,Licenciada,1,1,1,null
TIM,35,31,Minas Gerais,Santana do Jacaré,3158805,Licenciada,2,2,2,null
ALGAR,37,31,Minas Gerais,Maravilhas,3139706,Licenciada,2,1,1,null
VIVO,43,41,Paraná,Jaboti,4111704,Licenciada,null,1,1,null
TIM,19,35,São Paulo,Rio das Pedras,3544004,Licenciada,2,2,5,null
TIM,42,41,Paraná,Candói,4104428,Licenciada,1,2,9,null
BRISANET,88,23,Ceará,Jati,2307205,Licenciada,null,null,1,1
CLARO,75,29,Bahia,Valença,2932903,Licenciada,5,8,7,null
TIM,84,24,Rio Grande do Norte,Grossos,2404408,Licenciada,1,1,1,null
TIM,44,41,Paraná,Colorado,4105904,Licenciada,2,4,4,2
TIM,86,22,Piauí,Elesbão Veloso,2203503,Licenciada,1,null,1,null
TIM,63,17,Tocantins,Pedro Afonso,1716505,Licenciada,2,2,13,null
CLARO,79,28,Sergipe,Malhada dos Bois,2803807,Licenciada,null,1,1,null
VIVO,71,29,Bahia,Madre de Deus,2919926,Licenciada,1,1,1,null
BRISANET,87,26,Pernambuco,Araripina,2601102,Licenciada,null,null,6,3
VIVO,32,31,Minas Gerais,Piedade do Rio Grande,3150307,Licenciada,null,3,3,null
CLARO,47,42,Santa Catarina,Botuverá,4202701,Licenciada,null,1,1,null
VIVO,88,23,Ceará,Miraíma,2308377,Licenciada,null,4,3,null
CLARO,19,35,São Paulo,Rio Claro,3543907,Licenciada,12,20,21,6
CLARO,47,42,Santa Catarina,Rio do Campo,4214508,Licenciada,1,1,1,null
CLARO,27,32,Espírito Santo,Vila Velha,3205200,Licenciada,51,60,72,69
TIM,31,31,Minas Gerais,Betim,3106705,Licenciada,57,36,72,23
CLARO,17,35,São Paulo,Nipoã,3532702,Licenciada,1,1,1,null
TIM,11,35,São Paulo,Pinhalzinho,3538204,Licenciada,3,3,3,null
TIM,48,42,Santa Catarina,Antônio Carlos,4201208,Licenciada,2,4,1,1
TIM,35,31,Minas Gerais,Guapé,3128105,Licenciada,2,1,3,null
CLARO,31,31,Minas Gerais,Raposos,3153905,Licenciada,3,1,3,null
TIM,63,17,Tocantins,Goianorte,1708304,Licenciada,null,1,1,null
VIVO,93,15,Pará,Altamira,1500602,Licenciada,10,29,34,13
TIM,82,27,Alagoas,São Luís do Quitunde,2708501,Licenciada,1,1,1,null
TIM,79,28,Sergipe,Santo Amaro das Brotas,2806602,Licenciada,null,null,1,null
VIVO,83,25,Paraíba,Gurinhém,2506400,Licenciada,3,3,2,null
TIM,77,29,Bahia,Jaborandi,2917359,Licenciada,null,null,3,null
CLARO,33,31,Minas Gerais,Rubim,3156601,Licenciada,1,null,1,null
VIVO,99,21,Maranhão,Barra do Corda,2101608,Licenciada,1,5,7,null
VIVO,17,35,São Paulo,Neves Paulista,3532504,Licenciada,1,4,4,null
CLARO,31,31,Minas Gerais,Capela Nova,3112208,Licenciada,2,1,2,null
TIM,42,41,Paraná,Mallet,4113908,Licenciada,1,2,3,null
VIVO,83,25,Paraíba,Cabaceiras,2503100,Licenciada,1,1,1,null
TIM,33,31,Minas Gerais,Belo Oriente,3106309,Licenciada,5,3,2,null
TIM,54,43,Rio Grande do Sul,Marcelino Ramos,4311908,Licenciada,2,1,2,null
VIVO,42,41,Paraná,Rio Azul,4122008,Licenciada,2,1,1,null
TIM,73,29,Bahia,Itarantim,2916807,Licenciada,null,null,1,null
CLARO,51,43,Rio Grande do Sul,Santa Clara do Sul,4316758,Licenciada,1,1,1,null
CLARO,62,52,Goiás,Mundo Novo,5214051,Licenciada,1,null,1,null
CLARO,91,15,Pará,Terra Alta,1507961,Licenciada,2,1,2,1
VIVO,64,52,Goiás,Joviânia,5212105,Licenciada,1,1,1,null
CLARO,22,33,Rio de Janeiro,Italva,3302056,Licenciada,1,1,1,null
VIVO,38,31,Minas Gerais,Urucuia,3170529,Licenciada,1,1,1,null
CLARO,17,35,São Paulo,Paulo de Faria,3536604,Licenciada,1,1,1,null
CLARO,27,32,Espírito Santo,Jaguaré,3203056,Licenciada,3,2,3,null
TIM,51,43,Rio Grande do Sul,Xangri-lá,4323804,Licenciada,5,9,11,3
CLARO,48,42,Santa Catarina,São João Batista,4216305,Licenciada,1,4,4,null
CLARO,45,41,Paraná,Nova Santa Rosa,4117222,Licenciada,2,1,2,null
TIM,73,29,Bahia,Itapé,2916203,Licenciada,1,1,1,null
TIM,19,35,São Paulo,Itirapina,3523602,Licenciada,4,3,8,null
VIVO,16,35,São Paulo,Buritizal,3508207,Licenciada,2,2,3,null
VIVO,51,43,Rio Grande do Sul,Capão da Canoa,4304630,Licenciada,13,10,20,7
TIM,51,43,Rio Grande do Sul,Lajeado,4311403,Licenciada,5,5,11,1
CLARO,35,31,Minas Gerais,Itajubá,3132404,Licenciada,12,9,13,null
TIM,74,29,Bahia,Casa Nova,2907202,Licenciada,1,1,2,null
CLARO,46,41,Paraná,Marmeleiro,4115408,Licenciada,1,1,1,null
CLARO,16,35,São Paulo,Pradópolis,3540903,Licenciada,2,2,2,null
TIM,51,43,Rio Grande do Sul,Encruzilhada do Sul,4306908,Licenciada,1,null,2,null
VIVO,18,35,São Paulo,Junqueirópolis,3526001,Licenciada,1,1,1,null
VIVO,55,43,Rio Grande do Sul,Caibaté,4303301,Licenciada,1,1,1,null
VIVO,69,11,Rondônia,Campo Novo de Rondônia,1100700,Licenciada,1,null,1,null
VIVO,43,41,Paraná,Congonhinhas,4106001,Licenciada,null,1,1,null
CLARO,46,41,Paraná,Pato Branco,4118501,Licenciada,5,5,5,3
CLARO,35,31,Minas Gerais,Soledade de Minas,3167806,Licenciada,1,null,1,null
VIVO,33,31,Minas Gerais,São Pedro dos Ferros,3164001,Licenciada,1,2,2,null
VIVO,43,41,Paraná,Florestópolis,4108007,Licenciada,1,1,1,null
CLARO,54,43,Rio Grande do Sul,São José do Ouro,4318606,Licenciada,8,1,8,null
VIVO,32,31,Minas Gerais,Dores do Turvo,3123304,Licenciada,null,1,2,null
CLARO,34,31,Minas Gerais,Cascalho Rico,3115003,Licenciada,1,1,1,null
VIVO,43,41,Paraná,Nova Fátima,4117008,Licenciada,1,1,1,null
VIVO,38,31,Minas Gerais,Curvelo,3120904,Licenciada,9,16,21,5
VIVO,51,43,Rio Grande do Sul,Xangri-lá,4323804,Licenciada,10,10,15,8
VIVO,51,43,Rio Grande do Sul,Taquara,4321204,Licenciada,5,6,9,5
TIM,15,35,São Paulo,Jumirim,3525854,Licenciada,2,1,1,null
VIVO,22,33,Rio de Janeiro,Saquarema,3305505,Licenciada,9,22,24,6
TIM,98,21,Maranhão,Anapurus,2100808,Licenciada,null,null,1,null
TIM,77,29,Bahia,Palmas de Monte Alto,2923407,Licenciada,1,1,3,null
TIM,43,41,Paraná,Japira,4112306,Licenciada,null,2,2,null
CLARO,37,31,Minas Gerais,Lagoa da Prata,3137205,Licenciada,5,4,7,null
VIVO,83,25,Paraíba,Santa Cecília,2513158,Licenciada,1,1,1,null
CLARO,63,17,Tocantins,Chapada de Areia,1704600,Licenciada,null,1,1,null
VIVO,51,43,Rio Grande do Sul,Gravataí,4309209,Licenciada,18,24,31,25
TIM,55,43,Rio Grande do Sul,Vicente Dutra,4323101,Licenciada,1,null,1,null
CLARO,55,43,Rio Grande do Sul,Formigueiro,4308409,Licenciada,1,1,1,null
VIVO,31,31,Minas Gerais,Santa Cruz do Escalvado,3157401,Licenciada,null,3,3,null
TIM,54,43,Rio Grande do Sul,Sananduva,4316600,Licenciada,1,2,5,null
CLARO,54,43,Rio Grande do Sul,Barros Cassal,4302006,Licenciada,1,1,1,null
CLARO,75,29,Bahia,Olindina,2923100,Licenciada,1,1,1,null
VIVO,85,23,Ceará,Mulungu,2309102,Licenciada,1,3,2,null
CLARO,75,29,Bahia,Retirolândia,2926103,Licenciada,1,1,1,null
CLARO,55,43,Rio Grande do Sul,Sagrada Família,4316428,Licenciada,2,1,2,null
VIVO,32,31,Minas Gerais,Tabuleiro,3167905,Licenciada,1,1,1,null
CLARO,74,29,Bahia,Canarana,2906204,Licenciada,null,3,1,null
CLARO,44,41,Paraná,Cruzeiro do Sul,4106704,Licenciada,null,1,1,null
